title,description,type_specific,file,label,content,date,name,role,email,details
أخبار الأكاديمية البحرية,,news,html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486104394&event_type_id=1.html,news,"نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC في إطار حرص الأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري على تميز خدماتها التعليمية والارتقاء بجودة التعليم وتطويره المستمر، سيتم عقد فعاليات مجلس الأكاديمية الإستشاري للصناعة في دورته السابعة، تحت عنوان ""إستراتيجية الأكاديمية للتدريب في ظل ثورة الذكاء الاصطناعي""، وذلك يوم الإثنين الموافق 19- 5- 2025، بمقر الأكاديمية بأبي قير - الإسكندرية. Leave a message","var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
أخبار الأكاديمية البحرية,,news,html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105609&event_type_id=1.html,news,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC قام سعادة الأستاذ الدكتور/ إسماعيل عبد الغفار إسماعيل فرج – رئيس الأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري بتوقيع اتفاقية تعاون مشترك بين الأكاديمية وأكاديمية ITS INCOM بايطاليا، وذلك بحضور لفيف من السادة مراكز المسئولية من الجانبين. ويهدف التعاون بين الأكاديمية وأكاديمية ITS INCOM بايطاليا إلى وضع أسس لتبادل أفضل الممارسات التدريبية، وطرق التدريس المبتكرة، وعلاقات التعاون مع قطاع الأعمال، بهدف تصميم برامج تدريبية توفر للطلاب مسارات تعليمية مبتكرة تتوافق مع احتياجات سوق العمل وتسهم في النمو المهني للشباب. وكذلك تعمل الإتفاقية على تعزيز فرص التبادل للطلاب وأعضاء هيئة التدريس، مما يتيح لهم اكتساب تجارب تدريبية متميزة. ومن الجدير بالذكر أن تقدم مؤسسة ITS INCOM التدريب في مجال تكنولوجيا المعلومات، والبرمجة، والشبكات، والتسويق الرقمي، والاتصالات متعددة القنوات، وإنترنت الأشياء، وعلوم البيانات. وتتعاون المؤسسة مع أكثر من 200 شركة، وتهدف إلى تعزيز مهارات الطلاب من خلال الخبرات المهنية، مع التركيز على التوظيف المؤهل.,"var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
أخبار الأكاديمية البحرية,,news,html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105628&event_type_id=1.html,news,"نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC التقى سعادة الأستاذ الدكتور/ إسماعيل عبد الغفار إسماعيل فرج - رئيس الأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري، ومعالي الأستاذ الدكتور/ أحمد مضاوي موسى - وزير التعليم العالي والبحث العلمي السوداني، وذلك يوم الإثنين الموافق 17- 11- 2025، بمقر الأكاديمية بمصر الجديدة. وقد عقدت فعاليات اللقاء في إطار العلاقات المتميزة والمثمرة بين الجانبين، حيث تُعد جمهورية السودان شريكًا أساسيًا في مسيرة دعم وتطوير منظومة التعليم العالي والبحث العلمي في المنطقة العربية وبصفة خاصة الأكاديمية منذ إنشائها. وخلال فعاليات اللقاء، تم استعراض مجالات التعاون الحالية، وكذلك تم بحث آفاق توسعها، بما يشمل دعم البرامج الأكاديمية والبحثية المشتركة، وتبادل الخبرات، وتطوير المبادرات العلمية التي تسهم في إعداد وتأهيل الكوادر العربية في مختلف التخصصات. كما استعرض سعادة رئيس الأكاديمية الدور الرائد للأكاديمية في دعم وتأهيل الكوادر السودانية عبر برامج البكالوريوس والدراسات العليا في مختلف فروع الأكاديمية، مشيرًا إلى أن آلاف الطلاب السودانيين تخرجوا من الأكاديمية على مدار السنوات الماضية، وأسهموا في تطوير مؤسسات السودان التعليمية والبحثية والمهنية. وتم التأكيد على الالتزام بتعزيز التعاون الأكاديمي والبحثي لدعم أهداف التنمية في السودان. وفي هذا السياق، تم عرض النموذج الرائد للتعاون الأكاديمي الذي حققته الأكاديمية بمقر الأكاديمية بمدينة العلمين، حيث نجحت كلية الطب بالأكاديمية بالتعاون مع جامعة الأحفاد السودانية في تخريج دفعة متميزة من الأطباء السودانيين الذين تم إعدادهم وفق أحدث المناهج والتقنيات العلمية والطبية، مما يعد نموذجًا يحتذى به في التعاون في مجال التعليم الطبي. وعلى هامش الزيارة لجمهورية مصر العربية ، قام معالي وزير التعليم العالي والبحث العلمي السوداني بحضور فعاليات ورشة عمل تدريبية حول ""تقنيات البحث العلمي وتحليل البيانات باستخدام تطبيقات الذكاء الاصطناعي""، والتي نظمتها الأكاديمية وجامعة الدول العربية، وذلك في إطار دعم وإمداد الباحثين السودانيين بالمهارات الحيوية.","var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
أخبار الأكاديمية البحرية,,news,html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105629&event_type_id=1.html,news,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC في إطار العلاقات المتميزة والتعاون المثمر بين الأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري وجمهورية الصين الشعبية، إلتقى وفد رفيع المستوى من السادة مراكز المسئولية بالأكاديمية بالإنابة عن سعادة الأستاذ الدكتور/ إسماعيل عبد الغفار إسماعيل فرج - رئيس الأكاديمية البحري بسعادة السيدة دينج لي - الأمين العام لاتحاد الموانئ والمرافئ الصينية، وذلك وفقاً للدعوة الكريمة من سعادة السيد/ يانغ يي - القنصل العام لجمهورية الصين الشعبية بالإسكندرية، والتنسيق لفاعليات اللقاء. وخلال فعاليات اللقاء، تم مناقشة فرص التعاون المشترك في المجالات البحرية، بما في ذلك التعليم والتدريب للطلاب وأعضاء هيئة التدريس، إلى جانب تعزيز الخبرات في عمليات الموانئ، ودعم مشاريع استدامة الموانئ. كما تم بحث سبل الاستفادة من التكنولوجيا والذكاء الاصطناعي، بالإضافة إلى التعاون في التحول الرقمي والأمن السيبراني والتنمية المستدامة. ومن الجدير بالذكر أن اتحاد الموانئ والمرافئ الصينية (CPHA) هي منظمة وطنية تهتم بتطوير قطاع الموانئ والمرافئ في الصين. وتهدف إلى تحسين البنية التحتية للموانئ، وتعزيز التنافسية الدولية، وتشجيع التعاون بين سلطات الموانئ ومشغليها. وكذلك توفر منصةً لتبادل المعلومات، والدعوة إلى وضع السياسات، وأفضل الممارسات في إدارة الموانئ، كما تُسهم في دمج الموانئ الصينية في شبكات الشحن العالمية، وتعزيز النمو البحري المستدام.,"var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
About AASTMT,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_campuses.php.html,college,,,,,,
AASTMT Centers,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_centers.php.html,college,,,,,,
"Arab Academy for Science, Technology & Maritime Transport | Colleges","We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges.php.html,college,,,,,,
Why Art and Design?Because it is a unique package of interconnected programmes that are not offered elsewhere!,"The College of Art & Design seeks to provide its students and researchers with the best possible learning environment by offering them state of the art facilities within its premises, all classrooms ,drawing studios, and laboratories are air conditioned and equipped with a data projector and a whiteboard. In addition, all facilities are accessible to people with disabilities, and all laboratories are equipped with first -aid kits. Film studio is highly well equipped along with Fashion studio is supported by all the essential machines. Most importantly, the college provides two specialised computer labs: a Mac-based lab dedicated for graphic designers, and a PC-based lab for interactive graphics.",college,html\pw_aast.edu_en_colleges_art_.html,college,,,,,,
Why AAST College of Artificial Intelligence?,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_CAI_.html,college,,,,,,
Why Fisheries and Aquaculture?,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cfat_.html,college,,,,,,
Why College of Management and Technology ?,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610051&event_type_id=1.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610111&event_type_id=1.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610121&event_type_id=1.html,college,,,,,,
Our Events,"We are delighted to share some of the highlights of today’s conference with Collège de Paris guest speaker, Dr. Ahmed El-Khouly. Mr. El-Khouly kindly offered us his presence to explore the exciting topics in our recently created majors, Sports Management , entrepreneurship, and Fashion and luxury brand management. His enthusiasm and knowledge made for an interesting and engaging meeting.",college,html\pw_aast.edu_en_colleges_cmt_elalamein_event-details.php_language=1&view=1&unit_id=616&event_id=1791&event_type_id=1.html,college,,,,,,
Our News,"As we gather to celebrate the spirit of Ramadan, let us take a minute to acknowledge our students' selflessness and kindness. Their commitment to helping others reflects the genuine spirit of this holy month, reminding us of the value of compassion, empathy, and community. At AAST El Alamein, we are proud of our students' dedication to make a difference in the lives of others. Their voluntary actions throughout Ramadan demonstrate the great impact that can be accomplished when we work together as a community. As we continue our journey during Ramadan, we’ll stay committed to support one another and embody our university's principles of love, compassion, and togetherness.",college,html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486102098&event_type_id=1.html,college,,,,,,
Our News,"This collaboration is more than just a connection between two colleges; it reflects our dedication to our students' entire growth. By including oral health education into our academic education, we hope to foster a culture of wellness and self-care among our students. We think that a healthy body and mind are necessary for academic achievement and personal satisfaction. Looking ahead, we are thrilled about how this cooperation might inspire further collaborative efforts that promote overall well-being and academic performance. Together, we can continue to look for new methods for helping our students and improve their educational experience.",college,html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486102099&event_type_id=1.html,college,,,,,,
Our News,"This event aimed to equip students with a clear roadmap to develop the skills needed for success in leading global companies like Red Bull. The interactive session provided insights into the critical competencies that drive career readiness, adaptability, and innovation. By bridging academic knowledge with practical industry insights, AAST Alamein actively supports students in their journey to becoming capable professionals ready to contribute to sustainable economic growth.",college,html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486103469&event_type_id=1.html,college,,,,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=1741&event_type_id=11.html,college,,,,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=2163&event_type_id=1.html,college,,,,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=2164&event_type_id=11.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=38510041&event_type_id=1.html,college,,,,,,
Our News,"The College of Management and Technology - Heliopolis, in cooperation with the Continuing Education Center in AASTMT, is offering a group of Online Training Courses with reduced fees during this semester (Spring 2020/2021), to help CMT-Heliopolis students meet their Internship graduation requirements. Each course provides students with 30 training hours. Registration starts on Friday 16th April 2021, & ends on Friday 14th May 2021.For registration, please fill in your data in the excel sheet link attached to this announcement:https://docs.google.com/spreadsheets/d/1hbV0kupnNQr9kgLKGSln7isbdYKNfVyl2FxfZ4eu7Zk/edit?usp=sharing. for more information about all courses, please find the attached file",college,html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=38510051&event_type_id=1.html,college,,,,,,
Our News,"UNVEILING BRILLIANCE : Business Information Systems Graduation Projects Discussion Days . The BIS Department (Heliopolis branch) once again showedcase the achievements of our talented graduates and their transformative projects witnessing the groundbreaking ideas, cutting- edge solutions and visionary thinking that will shape the future of Buisness and Technology. Discussions took place for three amazing consecutive days..a never ending celebration Special thanks to our esteemed Dean Professor Tarek Abdeen , our BIS Department Head Dr. Nermeen Mekawie and to our respectable staff Dr. Khaled Shafea , Dr. Mohamed el Haddad , Mary yousry , Menna Hani ,Reham Quota and Bassem Khaled for guiding and inspiring this Special day. A heartfelt appreciation to the diligent members of the Discussion Committee Professor Abdelfatah Hegazy , Professor Atef Ghalwash , Dr. Mohamed el Shafei and Dr. Ayman El Nahas from the AAST entrepreneurship center",college,html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=486101819&event_type_id=3.html,college,,,,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=1898&event_type_id=1.html,college,,,,,,
Our Events,"Financial Inclusion & Sustainable Development session was hosted on December 12, 2022 by the Housing & Development Bank, focusing on the intersection of financial inclusion and sustainable development. Financial inclusion plays a critical role in empowering communities and driving long-term economic growth by providing access to essential banking services. This event not only educates participants on these important topics but also serves as a model for policy and lawmakers outreach.",college,html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=1899&event_type_id=1.html,college,,,,,,
Our Events,"Finance Coach is one of the most prominent companies specializing in providing training courses in the field of finance and accounting, serving more than 800 students with the support of a group of certified trainers, and it is a preparatory partner for a number of international institutions such as CFA, CISI, IMA, and AFP. The agreement was signed on behalf of the Arab Academy by Prof. Dr. Ahmed Saeed Sayed Al Rawas, Dean of the College of Management and Technology—Smart Village, and on behalf of the Finance Coach by Mr. Mohab Hamdy Al Awady, Executive Partner. This agreement aims to enable the Academy's students, graduates, and faculty members to achieve success in international professional certificates, such as CFA, CMA, and others, and to excel in the financial labor market at the global level. The agreement will also work to launch initiatives and training programs concerned with developing financial and professional skills, which enhances the opportunities for students and graduates to build distinguished career paths. This partnership comes within the framework of the Academy's vision to expand the horizons of cooperation with leading international institutions, confirming its commitment to excellence and innovation in vocational education and training.",college,html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=2010&event_type_id=1.html,college,,,,,,
Our News,"Please note you are required to come and receive your schedule (courses and timetable) on SUNDAY 3rd of OCTOBER. Please notes it`s highly important that you finalise your admission documents and fee payments before the 28th of September. Kindly arrive on time on the 3rd of October and go to the class relevant to your Major (or department) as follow:Marketing Major Room 506Business Information System Room 504Finance and Accounting Room 509Due to Covid precautions, no newcomer students are required to visit the College next week. However, we again would like to remind you to finalize your admission next week (before the 28th of September).Remember to wear your masks all the time.Welcome aboard Class of 2021!!College of Management and Technology Smart Village Campuswww.aast.edu",college,html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=43610091&event_type_id=1.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=486104361&event_type_id=1.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=486104409&event_type_id=3.html,college,,,,,,
Why College of Engineering ?,"Providing distinguished engineering education and scientific research that keeps pace with technological developments and scientific variables in order to achieve sustainable development in the local, regional and international community, through the effective application of quality standards and the implementation of continuous improvement pans, while committing to the professional ethics and engineering work charter.",college,html\pw_aast.edu_en_colleges_coe_.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105188&event_type_id=1.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105191&event_type_id=1.html,college,,,,,,
Our News,احتفلت كلية الهندسة والتكنولوجيا – الأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري بتخريج دفعة جديدة من طلابها في المقر الرئيسي بالإسكندرية، لتواصل مسيرة 35 عامًا من الريادة وصناعة قادة المستقبل في مختلف التخصصات الهندسية. فخورون بخريجينا الذين نعتبرهم دائمًا مهندسي ومهندسات المستقبل، الذين ينطلقون اليوم كسفراء للعلم والمعرفة في مصر والوطن العربي، قادرين على المنافسة والإبداع وقيادة مسارات التنمية في مختلف المجالات محليًا وإقليميًا ودوليًا.,college,html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105215&event_type_id=1.html,college,,,,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1942&event_type_id=1.html,college,,,,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1958&event_type_id=1.html,college,,,,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1969&event_type_id=1.html,college,,,,,,
Our News,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103667&event_type_id=1.html,college,,,,,,
Our News,"The Department of Electronics and Communications Engineering at the Faculty of Engineering and Technology, El Alamein Branch, organized a scientific visit on Tuesday, November 19, 2024 for the department's students to Cairo ICT - Cairo International Technology Exhibition, the leading technology exhibition and conference in the Middle East and Africa, at the fairgrounds in Cairo Governorate, where the students met industrialists and learned about the latest ICT technologies in Egypt and the world.",college,html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103668&event_type_id=1.html,college,,,,,,
Our News,,news,html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103669&event_type_id=1.html,news,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world. Connects the AASTMT and its students with the broader community. It involves volunteering and engagement in various projects and activities aimed at addressing societal needs. with economic challenges & sustained economic growth quality has become an urgent need MRCC was established in the AASTMT to serve the maritime transport sector in Egypt and Arab countries. The RMSI was established at AASTMT to implement the international requirements. Consultancy Services through Arab Maritime Accident Investigation Consultative Center - AMAIC Enhancing academic cooperation between the Arab Academy for Science and Technology and the University of Central Lancashire UCLan Within the framework of the Arab Academy for Science, Technology and Maritime Transport (AASTMT) endeavor to deepen cooperation relations with leading universities and academic institutions around the world, H.E Prof. Dr. Ismail Abdel Ghafar Ismail Farag, AASTMT President, met with H.E Prof. Graham Baldwin, President of the University of Central Lancashire, UK (UCLan). During the meeting, the horizon of future cooperation between AASTMT and Yuklan University was reviewed, with a focus on strengthening academic and scientific partnerships between the two sides. They also discussed ways to exchange experiences and knowledge, and develop joint educational and research programs that contribute to achieving sustainable development goals and promoting innovation in multiple fields. These meetings reflect the Arab Academy for Science and Technology's commitment to advancing scientific research and higher education through the establishment of strategic partnerships with leading international academic institutions, which contributes to the preparation of distinguished professional and scientific cadres capable of facing the challenges of the future. Leave a message","var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_coe_heliopolis_event-details.php_language=1&view=1&unit_id=346&event_id=1761&event_type_id=1.html,college,,,,,,
Our Events,"In the light of the joint agreement signed by his Excellency Professor Dr. Ismail Abdel Ghaffar Ismail Farag, President of the Arab Academy for Science, Technology and Maritime Transport, and Professor Dr. Emad El-Deen El-Tahir Aradib, President of the University of Khartoum, the AASTMT College of Engineering and Technology (Heliopolis Campus) has hosted 55 UoK first and second year students – to perform all practical experimentations required for the completion of their Physics and Chemistry courses.",college,html\pw_aast.edu_en_colleges_coe_heliopolis_event-details.php_language=1&view=1&unit_id=346&event_id=1867&event_type_id=1.html,college,,,,,,
Our News,"The Architecture Student Contest, is a twostep competition: the National Stage and the International Stage. The competition is a great chance for architecture students to gain professional experience while discovering the importance of sustainability in modern construction. It was first organized in 2004 by Saint-Gobain Isover in Serbia and became an international event in 2005. The last edition in Helsinki attracted 1,300 students from 29 countries. The goal of the Architecture Student Contest is to provide students with a unique experience more closely related to a “real” client request. Thus, students can propose ideas under realistic constraints while addressing sustainability criteria",college,html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486104310&event_type_id=1.html,college,,,,,,
Our News,"This achievement reflects the Academy’s vision to lead in technology and innovation, its commitment to nurturing creativity and scientific research, and its determination to compete at a global level. This success represents the collective effort of all those who have contributed to the team over the years, showcasing the Academy’s continuous dedication to excellence in UAV design and development.",college,html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486105086&event_type_id=1.html,college,,,,,,
Our News,"Not only did Professor Dr. Abdelghaffar realize quantitative advancements in his previous terms – as exemplified by the significant expansion of AASTMT branches and colleges, as well as the remarkable increase in recruitment rates; but also he has constantly demonstrated profound commitment to academic excellence, international partnerships, and exemplary social responsibility as a leading figure to this regional organization.",college,html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486105139&event_type_id=1.html,college,,,,,,
Our Events,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\pw_aast.edu_en_colleges_coe_smartvillage_event-details.php_language=1&view=1&unit_id=419&event_id=1563&event_type_id=2.html,college,,,,,,
